################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.2193571917188102E-02 a       531     0    22     1     6
  1.7588168627205021E-03 a       532     0    22     1     7
 -2.9455476374627421E-02 a       533     0    22     1     8
 -8.5305120415706884E-03 a       534     0    22     1     9
 -1.3635750637319730E-01 a       535     0    22     1    10
 -9.1502887519016460E-02 a       536     0    22     1    11
  1.2155270581326795E-01 a       537     0    22     1    12
  2.3479730461994735E-02 a       538     0    22     1    13
 -9.8210374278547230E-02 a       539     0    22     1    14
  8.9658683179113810E-02 a       540     0    22     1    15
  1.3053965889243449E-01 a       541     0    22     1    16
  4.0092875282684425E-02 a       542     0    22     1    17
  7.0802333332335446E-02 a       543     0    22     1    18
  2.3394452103489419E-01 a       544     0    22     1    19
 -2.5302900522460103E-02 a       545     0    22     1    20
 -5.9683387871758774E-02 a       546     0    22     1    21
  3.1743441118244634E-02 a       547     0    22     1    22
  4.2998153002980995E-02 a       548     0    22     1    23
 -9.2651138264987470E-02 a       549     0    22     1    24
  1.0236221356545573E-01 a       550     0    22     1    25
 -1.7848716249660801E-01 a       551     0    23     1     1
  7.3226062713750720E-02 a       552     0    23     1     2
 -1.8272043675210192E-01 a       553     0    23     1     3
 -1.0633245457541131E-01 a       554     0    23     1     4
  5.9622761195431487E-02 a       555     0    23     1     5
  1.3723579798255049E-02 a       556     0    23     1     6
  1.9343050454467461E-02 a       557     0    23     1     7
 -4.0921637946188263E-02 a       558     0    23     1     8
 -6.4998418742130457E-02 a       559     0    23     1     9
  9.4388165316110231E-02 a       560     0    23     1    10
 -9.1700611582618330E-02 a       561     0    23     1    11
 -3.1893060706941992E-02 a       562     0    23     1    12
 -2.0336172388724522E-01 a       563     0    23     1    13
  5.6913253390679028E-02 a       564     0    23     1    14
 -2.3340136965338816E-03 a       565     0    23     1    15
 -1.3756692517076417E-02 a       566     0    23     1    16
  5.3996448243662815E-02 a       567     0    23     1    17
  6.4553977409272526E-03 a       568     0    23     1    18
  1.4784292443837607E-02 a       569     0    23     1    19
 -9.4058525499128409E-02 a       570     0    23     1    20
 -3.6309160388337196E-02 a       571     0    23     1    21
 -1.4284659349062787E-01 a       572     0    23     1    22
  2.2931606555531316E-02 a       573     0    23     1    23
  1.7755854031122459E-01 a       574     0    23     1    24
  3.2432106722814734E-02 a       575     0    23     1    25
  2.3224284753478833E-01 a       576     0    24     1     1
  1.1980049700423542E-01 a       577     0    24     1     2
  9.3117616541970871E-02 a       578     0    24     1     3
 -6.2805487649466613E-02 a       579     0    24     1     4
  1.2559000040904694E-01 a       580     0    24     1     5
  1.6946743102763329E-01 a       581     0    24     1     6
 -4.6849770921306495E-02 a       582     0    24     1     7
  5.3614206837740798E-02 a       583     0    24     1     8
 -7.6024065790730774E-02 a       584     0    24     1     9
 -1.0209361478990639E-01 a       585     0    24     1    10
  5.7435064711480584E-02 a       586     0    24     1    11
 -8.5856235521426308E-02 a       587     0    24     1    12
  7.0792588733681494E-02 a       588     0    24     1    13
 -4.3681801145372429E-02 a       589     0    24     1    14
  6.1632865657571805E-02 a       590     0    24     1    15
  7.8904865662463727E-02 a       591     0    24     1    16
  2.8014136078659307E-01 a       592     0    24     1    17
 -4.1040988157385737E-02 a       593     0    24     1    18
  1.7801509633862930E-01 a       594     0    24     1    19
 -1.4230795187473053E-01 a       595     0    24     1    20
 -2.5783652313875832E-01 a       596     0    24     1    21
 -3.7356808570667657E-02 a       597     0    24     1    22
 -4.0553369072266948E-02 a       598     0    24     1    23
 -1.9290364105558466E-01 a       599     0    24     1    24
  1.6365271240297716E-01 a       600     0    24     1    25
 -3.6270467745514012E-01 a       601     0    25     1     1
  9.9336641351792820E-02 a       602     0    25     1     2
 -1.3473846283999466E-01 a       603     0    25     1     3
 -4.9542879141892586E-02 a       604     0    25     1     4
  1.1143778581223918E-01 a       605     0    25     1     5
 -1.7778552400765824E-01 a       606     0    25     1     6
 -1.3933033895349514E-01 a       607     0    25     1     7
  2.0435043377537829E-01 a       608     0    25     1     8
  5.4262642952308732E-02 a       609     0    25     1     9
  4.4556834978733563E-02 a       610     0    25     1    10
  2.2772567590666268E-01 a       611     0    25     1    11
 -1.2278377686966886E-01 a       612     0    25     1    12
 -1.3571772284744236E-02 a       613     0    25     1    13
 -2.9103349574866783E-02 a       614     0    25     1    14
 -1.4147270603808010E-01 a       615     0    25     1    15
 -6.6346813104672123E-02 a       616     0    25     1    16
 -1.2561506065569142E-01 a       617     0    25     1    17
  2.0131015645782122E-01 a       618     0    25     1    18
 -8.8769700906574600E-02 a       619     0    25     1    19
 -5.8822256420337254E-02 a       620     0    25     1    20
  1.6438983911719520E-02 a       621     0    25     1    21
  1.6405414261026353E-02 a       622     0    25     1    22
 -1.0615379588610735E-01 a       623     0    25     1    23
 -6.0432374141798757E-02 a       624     0    25     1    24
 -6.3044462530771034E-02 a       625     0    25     1    25
  3.8034784335410063E-02 a       626     0    26     1     1
 -7.0364645815760699E-02 a       627     0    26     1     2
  7.5330628850014208E-02 a       628     0    26     1     3
  2.7420761340548997E-02 a       629     0    26     1     4
 -1.6421897640152333E-01 a       630     0    26     1     5
 -6.6528007325835317E-02 a       631     0    26     1     6
  1.1337450536953346E-01 a       632     0    26     1     7
 -2.0819323888573923E-01 a       633     0    26     1     8
  1.8416106600950503E-02 a       634     0    26     1     9
  3.5235936238488447E-02 a       635     0    26     1    10
 -2.5572851923615059E-01 a       636     0    26     1    11
 -1.6171629179038235E-02 a       637     0    26     1    12
  1.8821900030577260E-01 a       638     0    26     1    13
  6.8844113849800886E-03 a       639     0    26     1    14
  4.3627863932164675E-02 a       640     0    26     1    15
 -1.3215356026431385E-01 a       641     0    26     1    16
 -2.0224680260460384E-02 a       642     0    26     1    17
 -2.3797216732944632E-02 a       643     0    26     1    18
  6.8551065976003273E-02 a       644     0    26     1    19
  1.0408222606633225E-01 a       645     0    26     1    20
 -1.0141266612012693E-01 a       646     0    26     1    21
  4.1301033708261714E-02 a       647     0    26     1    22
 -1.2195585426793405E-02 a       648     0    26     1    23
 -7.8965225821339219E-02 a       649     0    26     1    24
  7.3960681521986454E-02 a       650     0    26     1    25
  3.3118949913152396E-02 a       651     0    27     1     1
 -9.7540275116075978E-02 a       652     0    27     1     2
 -6.0623300063655870E-02 a       653     0    27     1     3
  5.9718871244083004E-02 a       654     0    27     1     4
 -4.9924488183899869E-03 a       655     0    27     1     5
  1.1148506588575699E-01 a       656     0    27     1     6
 -8.0147398208407925E-02 a       657     0    27     1     7
  2.6736801715127456E-01 a       658     0    27     1     8
  2.3034267582372238E-02 a       659     0    27     1     9
 -8.3072676034732021E-02 a       660     0    27     1    10
  1.3798694358019406E-01 a       661     0    27     1    11
 -4.1383983036255158E-02 a       662     0    27     1    12
 -1.2146827602393172E-02 a       663     0    27     1    13
  8.1309912182608753E-03 a       664     0    27     1    14
  1.3333364366439206E-02 a       665     0    27     1    15
  7.6085064791040413E-03 a       666     0    27     1    16
  4.2844458285353569E-02 a       667     0    27     1    17
 -2.3594254040504345E-02 a       668     0    27     1    18
 -1.5517069750274901E-01 a       669     0    27     1    19
 -1.4138122586685564E-01 a       670     0    27     1    20
  7.7697229165420142E-02 a       671     0    27     1    21
  7.3784090436212660E-02 a       672     0    27     1    22
  8.3807429539755535E-02 a       673     0    27     1    23
 -1.0493449229675518E-01 a       674     0    27     1    24
 -4.0853680249700298E-02 a       675     0    27     1    25
 -6.4765235428326864E-03 a       676     0    28     1     1
 -1.0542405802462659E-01 a       677     0    28     1     2
 -1.0560120681144757E-03 a       678     0    28     1     3
  1.2718891157494741E-01 a       679     0    28     1     4
 -5.7888410252820856E-02 a       680     0    28     1     5
 -2.0917965380126863E-01 a       681     0    28     1     6
  3.9015766175987482E-02 a       682     0    28     1     7
  1.8044005015795152E-02 a       683     0    28     1     8
  1.8117477467065790E-01 a       684     0    28     1     9
 -8.7726419954113569E-03 a       685     0    28     1    10
 -2.3932833620963087E-02 a       686     0    28     1    11
  9.1644688741122332E-02 a       687     0    28     1    12
  1.4160728371967407E-01 a       688     0    28     1    13
  5.3744161463908452E-02 a       689     0    28     1    14
 -3.7939858549630230E-02 a       690     0    28     1    15
  1.7895684489054157E-02 a       691     0    28     1    16
 -2.0310728039277390E-01 a       692     0    28     1    17
 -4.1542489553969622E-02 a       693     0    28     1    18
 -1.1528627990564522E-01 a       694     0    28     1    19
 -3.0854714141356869E-02 a       695     0    28     1    20
  5.9977531334655325E-02 a       696     0    28     1    21
  1.3938968706356495E-02 a       697     0    28     1    22
 -5.2554507630816580E-02 a       698     0    28     1    23
 -3.5530282682744344E-02 a       699     0    28     1    24
 -1.4708278168510888E-01 a       700     0    28     1    25
  5.2438994959151684E-02 a       701     0    29     1     1
 -7.7603424767947238E-02 a       702     0    29     1     2
 -7.8661126050685135E-02 a       703     0    29     1     3
 -2.0957970907663262E-01 a       704     0    29     1     4
  8.3632687894433320E-03 a       705     0    29     1     5
  1.9071799654693028E-01 a       706     0    29     1     6
  7.9396761580910968E-02 a       707     0    29     1     7
 -3.5569743664581523E-02 a       708     0    29     1     8
 -4.5904109560448943E-02 a       709     0    29     1     9
 -4.4428803648599559E-02 a       710     0    29     1    10
 -1.8171169542697298E-02 a       711     0    29     1    11
  6.5139348217180093E-02 a       712     0    29     1    12
 -2.0409021153863210E-02 a       713     0    29     1    13
  1.0924290530437282E-01 a       714     0    29     1    14
 -9.6679487003841994E-03 a       715     0    29     1    15
  1.1068552882350596E-01 a       716     0    29     1    16
 -2.2949536944091450E-02 a       717     0    29     1    17
 -2.1109234381552874E-01 a       718     0    29     1    18
 -6.4832909077632672E-02 a       719     0    29     1    19
  2.1347166392801837E-02 a       720     0    29     1    20
  6.3040551788785495E-02 a       721     0    29     1    21
 -4.1182022709486801E-02 a       722     0    29     1    22
  2.4927746755675144E-03 a       723     0    29     1    23
 -1.1868634083498097E-01 a       724     0    29     1    24
  1.5261063582620846E-02 a       725     0    29     1    25
  2.1972583506369148E-01 a       726     0    30     1     1
  9.6790914237812234E-02 a       727     0    30     1     2
  2.1078626856053714E-01 a       728     0    30     1     3
  1.9496837271258521E-01 a       729     0    30     1     4
 -6.1866209106947040E-03 a       730     0    30     1     5
  1.0687315420598144E-01 a       731     0    30     1     6
 -1.2211143665895992E-02 a       732     0    30     1     7
 -2.5669627328931684E-02 a       733     0    30     1     8
  1.4187174578858305E-01 a       734     0    30     1     9
 -1.1468577220320653E-01 a       735     0    30     1    10
 -4.3753245668995001E-02 a       736     0    30     1    11
  4.0545155299535306E-02 a       737     0    30     1    12
 -1.7786527847934490E-02 a       738     0    30     1    13
 -1.8761398322297815E-01 a       739     0    30     1    14
  1.5617190436954206E-01 a       740     0    30     1    15
  8.6505398100880884E-02 a       741     0    30     1    16
  1.1024526557370827E-01 a       742     0    30     1    17
 -6.2043773404067498E-02 a       743     0    30     1    18
  1.4507755120819832E-01 a       744     0    30     1    19
 -2.1413825146403383E-02 a       745     0    30     1    20
  1.1552658651122387E-01 a       746     0    30     1    21
  4.0432017079332368E-02 a       747     0    30     1    22
  3.6869707723849759E-02 a       748     0    30     1    23
  1.7723330233014598E-01 a       749     0    30     1    24
  9.1866046855749423E-02 a       750     0    30     1    25
 -1.2234247515531292E-01 a       751     0    31     1     1
  1.3095018040722273E-01 a       752     0    31     1     2
 -2.0992019081308599E-01 a       753     0    31     1     3
 -7.2834865287813508E-02 a       754     0    31     1     4
  1.5189416741406739E-01 a       755     0    31     1     5
 -4.8918092846351444E-02 a       756     0    31     1     6
  2.4671914234842638E-02 a       757     0    31     1     7
 -1.2157980681072854E-01 a       758     0    31     1     8
  3.0073214142318148E-02 a       759     0    31     1     9
  5.9974366887755079E-02 a       760     0    31     1    10
 -2.6843126201170006E-02 a       761     0    31     1    11
  4.5396934219693513E-02 a       762     0    31     1    12
 -1.4366438604034096E-01 a       763     0    31     1    13
  2.1786455721919953E-01 a       764     0    31     1    14
 -4.7791931462874387E-02 a       765     0    31     1    15
 -2.9461994418042460E-02 a       766     0    31     1    16
 -1.6733010070305204E-01 a       767     0    31     1    17
 -9.0227489685218085E-02 a       768     0    31     1    18
  1.4895978000025166E-02 a       769     0    31     1    19
 -1.1875924825991613E-01 a       770     0    31     1    20
  3.2778566215241119E-02 a       771     0    31     1    21
 -9.3925018834813884E-02 a       772     0    31     1    22
 -7.1618077121070961E-02 a       773     0    31     1    23
  1.2681104691459347E-01 a       774     0    31     1    24
 -1.1475808581019947E-01 a       775     0    31     1    25
  1.7467062572335562E-01 a       776     0    32     1     1
  1.1513879009297695E-01 a       777     0    32     1     2
  5.5110987235379209E-02 a       778     0    32     1     3
  5.4838735672345963E-02 a       779     0    32     1     4
 -1.2553566197488391E-03 a       780     0    32     1     5
  2.3750492642734586E-01 a       781     0    32     1     6
  1.5366242642656515E-02 a       782     0    32     1     7
 -7.5686004920749783E-02 a       783     0    32     1     8
 -1.0544607278771484E-01 a       784     0    32     1     9
 -2.8149347188863683E-02 a       785     0    32     1    10
 -1.6400812388953914E-01 a       786     0    32     1    11
 -7.0801867147777794E-02 a       787     0    32     1    12
 -1.3407550165420398E-01 a       788     0    32     1    13
 -9.0420180405176159E-02 a       789     0    32     1    14
  1.5823068421441017E-01 a       790     0    32     1    15
 -1.4128569077970299E-03 a       791     0    32     1    16
  1.2506352356935718E-01 a       792     0    32     1    17
 -7.2235471810341997E-02 a       793     0    32     1    18
  2.0987063395355582E-01 a       794     0    32     1    19
 -4.7785997745524264E-02 a       795     0    32     1    20
 -1.3992028301068235E-01 a       796     0    32     1    21
 -5.7474745915739645E-02 a       797     0    32     1    22
  1.5360466023324496E-01 a       798     0    32     1    23
  4.1839265289352480E-02 a       799     0    32     1    24
  1.5572727593137195E-01 a       800     0    32     1    25
 -1.1166542839468332E-01 a       801     0    33     1     1
 -1.8335822540424738E-02 a       802     0    33     1     2
 -5.2673455140147742E-02 a       803     0    33     1     3
  9.5436532080401398E-02 a       804     0    33     1     4
  9.6235242957286457E-02 a       805     0    33     1     5
 -7.5493579675293090E-02 a       806     0    33     1     6
 -1.5300964431966546E-01 a       807     0    33     1     7
  1.9184755045535359E-01 a       808     0    33     1     8
 -7.1283122136316518E-02 a       809     0    33     1     9
  4.8942067685198605E-02 a       810     0    33     1    10
  8.2324077417707156E-02 a       811     0    33     1    11
 -6.0153282567206791E-02 a       812     0    33     1    12
  1.3528757617794086E-02 a       813     0    33     1    13
  6.1910195995733490E-02 a       814     0    33     1    14
 -8.7508619274507926E-02 a       815     0    33     1    15
 -1.2353774291676875E-01 a       816     0    33     1    16
 -7.7023447720499294E-02 a       817     0    33     1    17
  1.5401512679608020E-01 a       818     0    33     1    18
 -4.9134147913140101E-02 a       819     0    33     1    19
 -1.3970554781549274E-01 a       820     0    33     1    20
 -6.5383653881582765E-02 a       821     0    33     1    21
  2.1345889727672929E-02 a       822     0    33     1    22
 -3.1317701549675385E-02 a       823     0    33     1    23
 -5.1390266912922276E-02 a       824     0    33     1    24
 -1.0906527448927364E-01 a       825     0    33     1    25
 -6.7610725208371733E-02 a       826     0    34     1     1
 -8.7420055879855879E-02 a       827     0    34     1     2
 -1.1778068741272610E-02 a       828     0    34     1     3
 -4.5050395609684067E-02 a       829     0    34     1     4
 -8.4246782244487464E-02 a       830     0    34     1     5
 -1.2338329359089957E-01 a       831     0    34     1     6
  7.3966251762297555E-02 a       832     0    34     1     7
 -5.8884163633876496E-02 a       833     0    34     1     8
 -9.7848202543388593E-02 a       834     0    34     1     9
  3.2881347620189294E-02 a       835     0    34     1    10
 -6.4413820383310241E-02 a       836     0    34     1    11
 -1.9788911627140068E-02 a       837     0    34     1    12
  4.9081268116690904E-02 a       838     0    34     1    13
  1.3948372034586116E-02 a       839     0    34     1    14
 -2.2242912884910943E-02 a       840     0    34     1    15
 -3.8862897927188847E-02 a       841     0    34     1    16
  4.8472796719853717E-02 a       842     0    34     1    17
  1.0496217018453630E-01 a       843     0    34     1    18
 -5.3605809745110823E-03 a       844     0    34     1    19
  6.0295725459272712E-02 a       845     0    34     1    20
 -1.4163285691184965E-01 a       846     0    34     1    21
 -2.1901939846838053E-02 a       847     0    34     1    22
 -1.5087545704362626E-02 a       848     0    34     1    23
 -7.6763385138158946E-02 a       849     0    34     1    24
 -6.3025237648558340E-03 a       850     0    34     1    25
  7.7307241487861930E-02 a       851     0    35     1     1
 -1.1705490774564763E-01 a       852     0    35     1     2
  6.9345578550364551E-02 a       853     0    35     1     3
  2.7848156457145855E-03 a       854     0    35     1     4
 -5.2772668664702260E-02 a       855     0    35     1     5
  6.9464962291344953E-02 a       856     0    35     1     6
 -6.2929015616593476E-02 a       857     0    35     1     7
  1.5891346198847831E-01 a       858     0    35     1     8
 -8.2517460536848976E-03 a       859     0    35     1     9
  3.6364893946104725E-03 a       860     0    35     1    10
  6.1098606326040514E-02 a       861     0    35     1    11
 -5.7760811984993672E-02 a       862     0    35     1    12
  1.1353353398075326E-01 a       863     0    35     1    13
 -2.0333113305269976E-01 a       864     0    35     1    14
  1.6963284302199608E-02 a       865     0    35     1    15
  8.0318289916991747E-02 a       866     0    35     1    16
  8.2569806270366544E-02 a       867     0    35     1    17
 -4.2382807860537171E-02 a       868     0    35     1    18
 -4.0371034503974133E-02 a       869     0    35     1    19
  6.3116081942668711E-02 a       870     0    35     1    20
 -3.8588778580880639E-02 a       871     0    35     1    21
  1.9497701987274255E-02 a       872     0    35     1    22
  1.7492859411243070E-02 a       873     0    35     1    23
 -4.0003021871290623E-02 a       874     0    35     1    24
  1.0652809805061018E-01 a       875     0    35     1    25
 -3.0919493511299870E-02 a       876     0    36     1     1
 -1.2754278164449228E-02 a       877     0    36     1     2
 -5.8399825390802931E-03 a       878     0    36     1     3
 -5.5972700262554353E-02 a       879     0    36     1     4
 -7.1940435927512925E-02 a       880     0    36     1     5
 -2.6009407381664445E-02 a       881     0    36     1     6
  2.9429082542813793E-02 a       882     0    36     1     7
 -5.7815917404533290E-02 a       883     0    36     1     8
  9.1489065658302171E-02 a       884     0    36     1     9
  2.8932526846325992E-02 a       885     0    36     1    10
  3.7497432104752745E-02 a       886     0    36     1    11
  7.6354114217768651E-02 a       887     0    36     1    12
  1.5259437834150907E-01 a       888     0    36     1    13
  8.8296425091814429E-02 a       889     0    36     1    14
 -9.1311710447389616E-02 a       890     0    36     1    15
  2.5870899019380601E-02 a       891     0    36     1    16
 -1.4966777563423661E-01 a       892     0    36     1    17
 -6.1834689018235453E-02 a       893     0    36     1    18
 -8.8745823124329451E-02 a       894     0    36     1    19
 -6.8183210221343001E-03 a       895     0    36     1    20
  1.0178415569376648E-01 a       896     0    36     1    21
  1.8642350618822679E-02 a       897     0    36     1    22
 -8.8149753346843995E-02 a       898     0    36     1    23
  7.8057112353574912E-03 a       899     0    36     1    24
 -6.8248299003269799E-02 a       900     0    36     1    25
 -1.2071927544503404E-02 a       901     0    37     1     1
 -1.0768464336774895E-02 a       902     0    37     1     2
 -4.0541867547725978E-02 a       903     0    37     1     3
 -5.2597271505853027E-02 a       904     0    37     1     4
 -1.3488896654293744E-03 a       905     0    37     1     5
 -3.0008336160928354E-02 a       906     0    37     1     6
  4.4886618418299433E-02 a       907     0    37     1     7
  2.5680339232530738E-02 a       908     0    37     1     8
 -1.7812620658945136E-02 a       909     0    37     1     9
 -1.9698121956145679E-02 a       910     0    37     1    10
 -2.9425291163225134E-02 a       911     0    37     1    11
  2.1148928924228419E-03 a       912     0    37     1    12
 -5.0188090757642217E-02 a       913     0    37     1    13
 -7.1899323724152388E-03 a       914     0    37     1    14
  1.9686636897010005E-02 a       915     0    37     1    15
  1.5813145465708375E-02 a       916     0    37     1    16
 -1.6513177254249039E-02 a       917     0    37     1    17
 -3.6676571341454543E-02 a       918     0    37     1    18
 -2.3658735445142375E-02 a       919     0    37     1    19
  7.5301992089472144E-04 a       920     0    37     1    20
  3.2298577643649108E-02 a       921     0    37     1    21
  1.4163298271174013E-03 a       922     0    37     1    22
  1.6836712652695686E-02 a       923     0    37     1    23
 -9.2784468342955964E-02 a       924     0    37     1    24
  2.7882211399078254E-02 a       925     0    37     1    25
  9.9265576808659717E-02 a       926     0    38     1     1
  6.1052620549441848E-02 a       927     0    38     1     2
  8.7899848559757521E-02 a       928     0    38     1     3
  4.7739235603838949E-02 a       929     0    38     1     4
 -3.7699370073004432E-02 a       930     0    38     1     5
  7.7535396744115692E-02 a       931     0    38     1     6
  3.6225133551932090E-02 a       932     0    38     1     7
 -5.9006804203358104E-02 a       933     0    38     1     8
  1.0211819165984463E-01 a       934     0    38     1     9
 -4.0160800147477832E-02 a       935     0    38     1    10
 -3.2418361386948438E-02 a       936     0    38     1    11
  3.4469889406505777E-02 a       937     0    38     1    12
 -1.1700513165561166E-02 a       938     0    38     1    13
 -8.4456748065727227E-02 a       939     0    38     1    14
  8.5190430495309555E-02 a       940     0    38     1    15
  5.9113588995720362E-02 a       941     0    38     1    16
  3.3018318401148411E-02 a       942     0    38     1    17
 -5.8617239548139168E-02 a       943     0    38     1    18
  9.9842535242239863E-02 a       944     0    38     1    19
  8.5797155405085992E-02 a       945     0    38     1    20
  7.4676131556123237E-02 a       946     0    38     1    21
  1.3174920329218400E-02 a       947     0    38     1    22
  3.5236726978266367E-02 a       948     0    38     1    23
  1.9503685365535417E-01 a       949     0    38     1    24
  2.1893617844078953E-02 a       950     0    38     1    25
 -5.6775575484052494E-02 a       951     0    39     1     1
  6.7489301489686682E-02 a       952     0    39     1     2
 -1.4314261189300970E-01 a       953     0    39     1     3
 -8.4822963009809453E-03 a       954     0    39     1     4
  5.7162118912871457E-02 a       955     0    39     1     5
 -1.1099092180949681E-01 a       956     0    39     1     6
  8.0221647509813813E-03 a       957     0    39     1     7
  1.2727532005484838E-02 a       958     0    39     1     8
  1.4544504317345162E-02 a       959     0    39     1     9
 -1.4546332445341784E-03 a       960     0    39     1    10
 -1.8351742763288329E-02 a       961     0    39     1    11
  3.7382794017125118E-02 a       962     0    39     1    12
 -1.3864206857884839E-01 a       963     0    39     1    13
  1.8815994634173575E-01 a       964     0    39     1    14
  1.6536973739642018E-03 a       965     0    39     1    15
 -9.7264995309250854E-02 a       966     0    39     1    16
  6.0020609171001757E-02 a       967     0    39     1    17
  4.5985732455032458E-02 a       968     0    39     1    18
 -5.5060356217722345E-02 a       969     0    39     1    19
 -1.6285055137627988E-01 a       970     0    39     1    20
  3.5613622612089016E-02 a       971     0    39     1    21
 -1.0032958868248369E-02 a       972     0    39     1    22
  2.7097010875746137E-02 a       973     0    39     1    23
 -3.9088070129728713E-03 a       974     0    39     1    24
 -1.1969790371408848E-01 a       975     0    39     1    25
  1.0548945853289292E-01 a       976     0    40     1     1
 -6.1789911026711886E-02 a       977     0    40     1     2
  4.0733459877215050E-02 a       978     0    40     1     3
  5.8190883347715737E-02 a       979     0    40     1     4
 -2.3034016189278961E-02 a       980     0    40     1     5
 -5.7125004588699242E-02 a       981     0    40     1     6
  3.9321208002390723E-02 a       982     0    40     1     7
  4.0397053404970719E-02 a       983     0    40     1     8
  2.3202647771074236E-02 a       984     0    40     1     9
 -3.4911414140862650E-02 a       985     0    40     1    10
 -3.0878757258872572E-02 a       986     0    40     1    11
 -3.1784491356012884E-02 a       987     0    40     1    12
  2.4710237834522048E-02 a       988     0    40     1    13
 -1.4496422941895637E-01 a       989     0    40     1    14
  8.1330119555491034E-02 a       990     0    40     1    15
  8.5956498599291234E-02 a       991     0    40     1    16
  1.3414869310028582E-02 a       992     0    40     1    17
 -4.1227909501055975E-02 a       993     0    40     1    18
  7.1545124175267746E-02 a       994     0    40     1    19
  5.1226671742800177E-02 a       995     0    40     1    20
 -1.1058835347225487E-01 a       996     0    40     1    21
 -2.2506339966745351E-02 a       997     0    40     1    22
  2.2319027829388740E-02 a       998     0    40     1    23
 -1.0015140521535232E-02 a       999     0    40     1    24
  1.1929168489120319E-02 a      1000     0    40     1    25
 -5.5646456946636280E-01 a      1001     0    41     1     1
  2.2030437524384008E-01 a      1002     0    41     1     2
  3.1553837589158584E-01 a      1003     0    41     1     3
 -2.2245520389448958E-01 a      1004     0    41     1     4
  2.7260200750785679E-01 a      1005     0    41     1     5
 -2.8737350127232042E-01 a      1006     0    41     1     6
  2.4473341032591300E-02 a      1007     0    41     1     7
 -1.7838890692689449E-01 a      1008     0    41     1     8
 -2.5432169480051176E-01 a      1009     0    41     1     9
  9.4331988119934512E-02 a      1010     0    41     1    10
  2.2085500361978025E-01 a      1011     0    41     1    11
 -3.3283798092451598E-02 a      1012     0    41     1    12
 -5.3998527823017652E-02 a      1013     0    41     1    13
  3.8589009899369107E-02 a      1014     0    41     1    14
 -1.0954174490422869E-01 a      1015     0    41     1    15
 -1.1818170906867474E-01 a      1016     0    41     1    16
  4.7061983399663892E-03 a      1017     0    41     1    17
  2.7125699728598895E-01 a      1018     0    41     1    18
 -3.3342752199071363E-01 a      1019     0    41     1    19
 -3.1745504365941417E-02 a      1020     0    41     1    20
 -5.2747255016951178E-01 a      1021     0    41     1    21
  7.1287810160932963E-01 a      1022     0    41     1    22
  4.5997466069692454E-02 a      1023     0    41     1    23
  2.5376470432442344E-01 a      1024     0    41     1    24
  1.6697490474443957E-01 a      1025     0    41     1    25
  2.6778877532065881E-01 a      1026     0    42     1     1
 -2.0055089713682767E-01 a      1027     0    42     1     2
 -1.7363675387700617E-01 a      1028     0    42     1     3
  1.0088791617052034E-01 a      1029     0    42     1     4
 -6.2415215118820845E-02 a      1030     0    42     1     5
  1.0666797334188480E-01 a      1031     0    42     1     6
  2.6495798242692914E-01 a      1032     0    42     1     7
  2.1200582282552446E-01 a      1033     0    42     1     8
  4.1557907018173784E-01 a      1034     0    42     1     9
  2.6350207109998275E-01 a      1035     0    42     1    10
  2.0322823785359015E-01 a      1036     0    42     1    11
  9.7893984999977271E-02 a      1037     0    42     1    12
 -3.2464736063474925E-01 a      1038     0    42     1    13
 -5.3395349045157314E-01 a      1039     0    42     1    14
  5.8125835761205981E-02 a      1040     0    42     1    15
 -2.5946669360292124E-01 a      1041     0    42     1    16
  5.5318512332642467E-01 a      1042     0    42     1    17
  5.1009679586725969E-02 a      1043     0    42     1    18
  2.4222797207290472E-01 a      1044     0    42     1    19
 -1.5507190570524826E-01 a      1045     0    42     1    20
  7.9939227553607078E-02 a      1046     0    42     1    21
 -4.4823063605456398E-01 a      1047     0    42     1    22
  5.7577331307883961E-01 a      1048     0    42     1    23
 -5.4662958075967183E-01 a      1049     0    42     1    24
  2.7272136455597989E-01 a      1050     0    42     1    25
  3.7326941388639523E-01 a      1051     0    43     1     1
  3.5932040856205183E-01 a      1052     0    43     1     2
 -1.5832222703988821E-01 a      1053     0    43     1     3
 -1.1466200516009221E-01 a      1054     0    43     1     4
 -2.5379225776767655E-01 a      1055     0    43     1     5
  4.4341752612334518E-03 a      1056     0    43     1     6
 -2.8386210285439734E-01 a      1057     0    43     1     7
 -4.5060633722468916E-03 a      1058     0    43     1     8
 -1.5075933375080963E-01 a      1059     0    43     1     9
  1.2337142036204199E-01 a      1060     0    43     1    10
 -1.0608189869153593E-02 a      1061     0    43     1    11
  2.1562864737403251E-01 a      1062     0    43     1    12
 -2.1140227011724657E-02 a      1063     0    43     1    13
  9.9731176875618582E-02 a      1064     0    43     1    14
  1.8028603409332270E-02 a      1065     0    43     1    15
  7.8293419337218978E-02 a      1066     0    43     1    16
