################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2494752231093194E-01 a       531     0    22     1     6
 -1.3714716832609138E-02 a       532     0    22     1     7
 -1.2031896320253224E-01 a       533     0    22     1     8
  1.1700687524565984E-01 a       534     0    22     1     9
  5.3298090755356806E-03 a       535     0    22     1    10
 -1.7993556519891468E-01 a       536     0    22     1    11
 -4.6343919236394060E-01 a       537     0    22     1    12
  2.3081820608661782E-01 a       538     0    22     1    13
  2.0757823332869035E-01 a       539     0    22     1    14
  6.8578207232002183E-02 a       540     0    22     1    15
 -1.3727511569073877E-01 a       541     0    22     1    16
  9.5083650180290302E-02 a       542     0    22     1    17
 -2.5067203930050153E-01 a       543     0    22     1    18
  6.0697916491763489E-02 a       544     0    22     1    19
  1.7879368409315449E-01 a       545     0    22     1    20
  4.4254291588384100E-02 a       546     0    22     1    21
  7.3256900827405200E-02 a       547     0    22     1    22
  1.0761107695809215E-01 a       548     0    22     1    23
  1.9571962610387816E-01 a       549     0    22     1    24
  2.7289191169295641E-02 a       550     0    22     1    25
  4.4937341269198565E-02 a       551     0    23     1     1
 -1.5697085909328265E-02 a       552     0    23     1     2
  1.7007543396316602E-01 a       553     0    23     1     3
  3.4239145266576576E-01 a       554     0    23     1     4
  1.9744025446307936E-01 a       555     0    23     1     5
 -1.9045017202623829E-01 a       556     0    23     1     6
  1.5018786907510567E-01 a       557     0    23     1     7
  1.8674073968344773E-01 a       558     0    23     1     8
  1.3144400424104241E-01 a       559     0    23     1     9
  4.2187490090165564E-02 a       560     0    23     1    10
  8.9074115357095071E-02 a       561     0    23     1    11
  3.7655475534992974E-02 a       562     0    23     1    12
 -3.6081536752107055E-02 a       563     0    23     1    13
 -1.5126471638063677E-01 a       564     0    23     1    14
 -2.4940294923001968E-01 a       565     0    23     1    15
  2.8323437926551658E-02 a       566     0    23     1    16
 -2.4335213098139280E-01 a       567     0    23     1    17
  8.6975509371992055E-03 a       568     0    23     1    18
 -8.5970494573453141E-02 a       569     0    23     1    19
 -1.8514820598130960E-01 a       570     0    23     1    20
  6.4433250802682307E-02 a       571     0    23     1    21
 -2.6307836436197624E-01 a       572     0    23     1    22
 -2.6544919586319821E-01 a       573     0    23     1    23
 -1.6081869169335786E-01 a       574     0    23     1    24
 -1.0182289417399208E-01 a       575     0    23     1    25
 -9.5964164273112731E-02 a       576     0    24     1     1
  9.3707169193029516E-02 a       577     0    24     1     2
  6.3566002897076646E-02 a       578     0    24     1     3
  1.6128333844147252E-01 a       579     0    24     1     4
  9.3190314602764862E-02 a       580     0    24     1     5
  4.6010564429518876E-02 a       581     0    24     1     6
 -8.1520267027414883E-02 a       582     0    24     1     7
  3.4080184356736953E-01 a       583     0    24     1     8
  2.0960551324725851E-02 a       584     0    24     1     9
  8.3429077508668289E-03 a       585     0    24     1    10
 -5.5413783706340931E-02 a       586     0    24     1    11
 -2.4199333764565478E-01 a       587     0    24     1    12
  2.3487803034144200E-01 a       588     0    24     1    13
 -2.5596416160523976E-02 a       589     0    24     1    14
  2.9876897584670447E-02 a       590     0    24     1    15
 -6.9342223660405780E-02 a       591     0    24     1    16
  1.7978853326097677E-01 a       592     0    24     1    17
 -1.7097325414933428E-02 a       593     0    24     1    18
 -3.4260341121491983E-02 a       594     0    24     1    19
  2.1188075179313670E-01 a       595     0    24     1    20
 -1.6531270296552596E-02 a       596     0    24     1    21
 -9.1309392085214255E-02 a       597     0    24     1    22
  1.8113744363679440E-01 a       598     0    24     1    23
  1.0048066814576714E-01 a       599     0    24     1    24
  2.4483389133632325E-02 a       600     0    24     1    25
  1.9542159339808903E-02 a       601     0    25     1     1
  1.3540392039864043E-02 a       602     0    25     1     2
 -9.2294281597685643E-02 a       603     0    25     1     3
  6.5384333951932161E-02 a       604     0    25     1     4
  6.7499655079133157E-03 a       605     0    25     1     5
  2.0245191428379827E-01 a       606     0    25     1     6
  4.7463069043516791E-02 a       607     0    25     1     7
  3.6885849384808822E-02 a       608     0    25     1     8
  3.1493073654597213E-02 a       609     0    25     1     9
  1.6357454929612249E-02 a       610     0    25     1    10
 -4.1846847730519797E-02 a       611     0    25     1    11
  3.0172308713202128E-01 a       612     0    25     1    12
  2.9638522103849407E-03 a       613     0    25     1    13
  1.3607625754911162E-01 a       614     0    25     1    14
 -1.2201782134704821E-01 a       615     0    25     1    15
  1.4744826289355742E-01 a       616     0    25     1    16
  3.2531459503848684E-02 a       617     0    25     1    17
  2.2478323951939419E-01 a       618     0    25     1    18
  1.8212791840841069E-01 a       619     0    25     1    19
 -1.8925284319566707E-02 a       620     0    25     1    20
 -6.0276622099639000E-02 a       621     0    25     1    21
 -1.2214291373703155E-01 a       622     0    25     1    22
  5.2298085724799071E-03 a       623     0    25     1    23
 -4.9678961861786629E-02 a       624     0    25     1    24
 -2.2532573648108059E-01 a       625     0    25     1    25
 -1.9375823925145111E-01 a       626     0    26     1     1
  1.3633813656832694E-01 a       627     0    26     1     2
  3.8523646837274973E-02 a       628     0    26     1     3
 -6.1260632048793562E-02 a       629     0    26     1     4
  1.9091820638319476E-01 a       630     0    26     1     5
 -2.2673557295586752E-01 a       631     0    26     1     6
 -2.3168712575144648E-01 a       632     0    26     1     7
 -2.2098782142466239E-01 a       633     0    26     1     8
  5.0290468717738131E-02 a       634     0    26     1     9
  2.7660575521107050E-01 a       635     0    26     1    10
  7.3485036289833106E-02 a       636     0    26     1    11
 -2.6149311594968638E-01 a       637     0    26     1    12
  5.6093432915787708E-02 a       638     0    26     1    13
  4.1685330363963977E-02 a       639     0    26     1    14
  1.5493899594757009E-03 a       640     0    26     1    15
  1.0034811414896178E-01 a       641     0    26     1    16
  1.0109194385173076E-01 a       642     0    26     1    17
 -1.0013120997799950E-01 a       643     0    26     1    18
 -2.1645064960383892E-01 a       644     0    26     1    19
 -1.2481438692106790E-01 a       645     0    26     1    20
  3.3103645569064026E-02 a       646     0    26     1    21
 -1.4010776791232901E-01 a       647     0    26     1    22
  1.2314459053272256E-01 a       648     0    26     1    23
  4.0715118240975789E-02 a       649     0    26     1    24
 -1.3433906876104834E-01 a       650     0    26     1    25
 -1.0774146740537011E-01 a       651     0    27     1     1
 -3.5664203306744677E-02 a       652     0    27     1     2
 -1.4877554787812461E-01 a       653     0    27     1     3
 -3.7682781478559073E-02 a       654     0    27     1     4
 -2.8724303476234680E-01 a       655     0    27     1     5
  1.3905888879567185E-01 a       656     0    27     1     6
 -4.6487391407901500E-02 a       657     0    27     1     7
  8.1529338956189343E-02 a       658     0    27     1     8
  9.8715725051941386E-03 a       659     0    27     1     9
  2.0097717758601279E-03 a       660     0    27     1    10
  3.2256788162958294E-02 a       661     0    27     1    11
  1.9282049164918541E-01 a       662     0    27     1    12
 -1.5378690105359735E-01 a       663     0    27     1    13
  4.6748838623200492E-02 a       664     0    27     1    14
  1.4661821735095315E-01 a       665     0    27     1    15
 -1.3103420746925097E-03 a       666     0    27     1    16
 -8.1438845636751064E-02 a       667     0    27     1    17
  2.7356258595210958E-01 a       668     0    27     1    18
  2.1442051702553453E-02 a       669     0    27     1    19
  1.1340001334027733E-01 a       670     0    27     1    20
 -1.9294305345124474E-01 a       671     0    27     1    21
 -4.4815823031195953E-02 a       672     0    27     1    22
 -2.1833811777644671E-01 a       673     0    27     1    23
  2.2149405491812716E-02 a       674     0    27     1    24
 -1.4824679169828636E-02 a       675     0    27     1    25
  5.3237680649503308E-02 a       676     0    28     1     1
 -5.8659555734378234E-02 a       677     0    28     1     2
 -4.9251352276025652E-02 a       678     0    28     1     3
 -1.2971710348337998E-01 a       679     0    28     1     4
 -2.1328564407924043E-02 a       680     0    28     1     5
  8.4977506701682907E-03 a       681     0    28     1     6
 -1.2154510534575978E-01 a       682     0    28     1     7
 -1.7957085844416754E-01 a       683     0    28     1     8
  4.9444883875119999E-02 a       684     0    28     1     9
  4.6296881040418326E-02 a       685     0    28     1    10
  5.9248755647217329E-02 a       686     0    28     1    11
 -6.1670854066871311E-02 a       687     0    28     1    12
  1.7640036065604028E-01 a       688     0    28     1    13
 -7.6738290377040677E-02 a       689     0    28     1    14
  1.0323851682679114E-01 a       690     0    28     1    15
 -4.0094305357713800E-02 a       691     0    28     1    16
  7.0072229657964155E-02 a       692     0    28     1    17
 -1.9208856477557490E-01 a       693     0    28     1    18
  1.5701661878745196E-01 a       694     0    28     1    19
 -1.6929256121026776E-01 a       695     0    28     1    20
 -6.8436318294519544E-02 a       696     0    28     1    21
  6.4600697256438869E-02 a       697     0    28     1    22
  1.1631854916288534E-01 a       698     0    28     1    23
  1.4257138518198864E-01 a       699     0    28     1    24
  5.6661013400188594E-02 a       700     0    28     1    25
  9.9975405785306028E-03 a       701     0    29     1     1
 -5.4078854504269691E-02 a       702     0    29     1     2
  2.3303884617401703E-02 a       703     0    29     1     3
 -3.4864792979799268E-02 a       704     0    29     1     4
 -1.6669341561376563E-01 a       705     0    29     1     5
  4.2316755508407772E-02 a       706     0    29     1     6
 -3.4303874732444346E-02 a       707     0    29     1     7
  1.9926537401500971E-01 a       708     0    29     1     8
  8.6133021746695473E-02 a       709     0    29     1     9
 -2.7643433086845803E-02 a       710     0    29     1    10
  4.2558536734885348E-02 a       711     0    29     1    11
  3.3278061879057803E-02 a       712     0    29     1    12
  1.4740667713099714E-01 a       713     0    29     1    13
 -1.0230301603235276E-01 a       714     0    29     1    14
 -5.9182457593137984E-03 a       715     0    29     1    15
 -9.9648565439962186E-02 a       716     0    29     1    16
 -1.9794505583088162E-01 a       717     0    29     1    17
  7.1168333646972684E-02 a       718     0    29     1    18
  1.4744817921785979E-02 a       719     0    29     1    19
 -9.8161296415289631E-02 a       720     0    29     1    20
 -1.1240603244930755E-01 a       721     0    29     1    21
  8.1185331545968409E-02 a       722     0    29     1    22
 -1.1866631598240523E-01 a       723     0    29     1    23
 -5.6250509335313330E-02 a       724     0    29     1    24
  9.7338444276940175E-02 a       725     0    29     1    25
 -5.4935033495426989E-03 a       726     0    30     1     1
  5.8402265804763882E-02 a       727     0    30     1     2
 -9.1917402634521791E-02 a       728     0    30     1     3
  5.9847667684407080E-02 a       729     0    30     1     4
 -2.1141337827171050E-02 a       730     0    30     1     5
  5.2694634635181307E-02 a       731     0    30     1     6
 -1.2752990922382493E-01 a       732     0    30     1     7
 -1.1515835134158321E-01 a       733     0    30     1     8
 -7.1767346338313953E-04 a       734     0    30     1     9
  1.3712944293402010E-01 a       735     0    30     1    10
 -1.4746407822049071E-01 a       736     0    30     1    11
 -3.0048525065782528E-01 a       737     0    30     1    12
  1.2991688273848118E-01 a       738     0    30     1    13
  4.4211921358726335E-03 a       739     0    30     1    14
 -9.7308930030896773E-02 a       740     0    30     1    15
 -2.2737385341481606E-02 a       741     0    30     1    16
  7.9160682343662733E-02 a       742     0    30     1    17
 -1.5063114168771424E-01 a       743     0    30     1    18
  1.9275646919974823E-01 a       744     0    30     1    19
  1.7329058878257564E-01 a       745     0    30     1    20
 -4.8043471387606153E-02 a       746     0    30     1    21
 -5.1608769671021727E-03 a       747     0    30     1    22
  1.0771897948728347E-01 a       748     0    30     1    23
  1.7119397518385965E-01 a       749     0    30     1    24
  9.6707646612103487E-02 a       750     0    30     1    25
  1.6964408092917960E-01 a       751     0    31     1     1
 -1.8144179191464205E-02 a       752     0    31     1     2
  7.2054470212705529E-02 a       753     0    31     1     3
  1.0306464103347587E-01 a       754     0    31     1     4
  4.3337618995488492E-02 a       755     0    31     1     5
 -8.9065615046023061E-02 a       756     0    31     1     6
 -2.9235856532012144E-02 a       757     0    31     1     7
 -6.8026353959967062E-02 a       758     0    31     1     8
  7.6142940722311730E-02 a       759     0    31     1     9
 -9.1433381572644634E-02 a       760     0    31     1    10
 -9.8377028017208032E-02 a       761     0    31     1    11
  1.9204466745754711E-01 a       762     0    31     1    12
  1.1024421176793923E-01 a       763     0    31     1    13
 -7.7105642607793679E-02 a       764     0    31     1    14
 -1.0574952874379610E-01 a       765     0    31     1    15
 -4.7240448762416357E-02 a       766     0    31     1    16
  1.5872824555656747E-02 a       767     0    31     1    17
  2.3282962018556858E-01 a       768     0    31     1    18
  7.9151670316345429E-02 a       769     0    31     1    19
 -1.2879647109896608E-01 a       770     0    31     1    20
  3.0843574330230422E-01 a       771     0    31     1    21
  1.3217561910385547E-01 a       772     0    31     1    22
 -6.5392877319617085E-02 a       773     0    31     1    23
  9.8909187522517664E-03 a       774     0    31     1    24
  5.0043321825668508E-04 a       775     0    31     1    25
  7.1700426898869379E-02 a       776     0    32     1     1
 -1.1959273738324928E-02 a       777     0    32     1     2
 -8.6858564067299637E-02 a       778     0    32     1     3
  2.9471169336086997E-02 a       779     0    32     1     4
  1.7209891439355331E-02 a       780     0    32     1     5
  1.3048187909997774E-01 a       781     0    32     1     6
 -1.2107655047427268E-01 a       782     0    32     1     7
  1.2104138019874996E-01 a       783     0    32     1     8
 -1.4442602648755973E-01 a       784     0    32     1     9
 -8.9411219519448609E-02 a       785     0    32     1    10
 -1.3598910732370048E-01 a       786     0    32     1    11
 -2.2536430943419639E-01 a       787     0    32     1    12
  1.8156801836262490E-02 a       788     0    32     1    13
  1.8924797442946470E-01 a       789     0    32     1    14
 -3.5963946393509819E-02 a       790     0    32     1    15
  2.6357591771165702E-03 a       791     0    32     1    16
 -5.0881716818722125E-02 a       792     0    32     1    17
 -5.8375420819941739E-03 a       793     0    32     1    18
 -1.8308235119993596E-01 a       794     0    32     1    19
  1.4480431841420877E-01 a       795     0    32     1    20
  7.0929588032784471E-02 a       796     0    32     1    21
 -1.4486083679301013E-02 a       797     0    32     1    22
  1.0978380817725901E-01 a       798     0    32     1    23
 -1.6492135588426735E-01 a       799     0    32     1    24
  3.2161468162295752E-02 a       800     0    32     1    25
 -7.2879907497966037E-02 a       801     0    33     1     1
 -2.6706517704580185E-02 a       802     0    33     1     2
  9.3355000950599773E-03 a       803     0    33     1     3
  2.4355424752177692E-02 a       804     0    33     1     4
  2.3616731224154416E-02 a       805     0    33     1     5
 -9.6883742545454579E-02 a       806     0    33     1     6
  9.3024746951534024E-02 a       807     0    33     1     7
  2.0523357993851674E-02 a       808     0    33     1     8
 -6.7629944117111179E-02 a       809     0    33     1     9
 -7.4156411943569443E-03 a       810     0    33     1    10
 -1.8218380268859292E-02 a       811     0    33     1    11
  1.5310115524711895E-01 a       812     0    33     1    12
 -2.2241587548166609E-02 a       813     0    33     1    13
  3.3856087505336328E-02 a       814     0    33     1    14
  5.4440868035810506E-03 a       815     0    33     1    15
  7.1126176848745115E-02 a       816     0    33     1    16
 -7.4521353219106343E-02 a       817     0    33     1    17
  1.7174132219305857E-01 a       818     0    33     1    18
 -5.8236094465016743E-02 a       819     0    33     1    19
  2.6869380550684492E-03 a       820     0    33     1    20
  1.2399818882036759E-01 a       821     0    33     1    21
  6.7010870853118867E-02 a       822     0    33     1    22
 -2.0435496980443515E-01 a       823     0    33     1    23
  6.7885520824795376E-02 a       824     0    33     1    24
 -2.5487781964293632E-02 a       825     0    33     1    25
 -3.5931158539148196E-02 a       826     0    34     1     1
  1.5090833155505182E-01 a       827     0    34     1     2
  3.5775923387798003E-02 a       828     0    34     1     3
 -2.3972326585302062E-02 a       829     0    34     1     4
 -1.2799310033660934E-03 a       830     0    34     1     5
 -1.1151655952136839E-01 a       831     0    34     1     6
  4.1812394321700301E-02 a       832     0    34     1     7
 -1.1835455841300171E-01 a       833     0    34     1     8
  9.9444731769284950E-02 a       834     0    34     1     9
 -6.6704680839153971E-02 a       835     0    34     1    10
  4.4053673474708156E-02 a       836     0    34     1    11
  7.0293812761207580E-02 a       837     0    34     1    12
 -6.2246347996877005E-02 a       838     0    34     1    13
 -1.0424172864910355E-01 a       839     0    34     1    14
  5.2931548611119428E-02 a       840     0    34     1    15
  3.5505703131269030E-02 a       841     0    34     1    16
  3.6102546583843473E-02 a       842     0    34     1    17
  9.9402760041147856E-02 a       843     0    34     1    18
 -1.5806254796473634E-01 a       844     0    34     1    19
 -1.1314193726383492E-01 a       845     0    34     1    20
  1.2345965004625269E-01 a       846     0    34     1    21
 -6.4247497800778250E-02 a       847     0    34     1    22
  1.5733875779169590E-03 a       848     0    34     1    23
 -3.1002692267184544E-02 a       849     0    34     1    24
 -2.0758593369694528E-01 a       850     0    34     1    25
 -1.4800416732905564E-01 a       851     0    35     1     1
 -1.1262778126408964E-02 a       852     0    35     1     2
  7.1489055207249064E-03 a       853     0    35     1     3
 -3.8420066954883141E-02 a       854     0    35     1     4
 -7.8610507754325112E-03 a       855     0    35     1     5
  7.2102508240632938E-03 a       856     0    35     1     6
 -5.3356248230781292E-02 a       857     0    35     1     7
  1.1290192119818443E-02 a       858     0    35     1     8
 -1.0916904110462460E-01 a       859     0    35     1     9
  2.1837616644145807E-01 a       860     0    35     1    10
  1.2725781543518036E-01 a       861     0    35     1    11
 -1.2239807168422769E-01 a       862     0    35     1    12
 -3.4152783624590656E-02 a       863     0    35     1    13
  4.2900242304151244E-02 a       864     0    35     1    14
 -8.1564173342708490E-02 a       865     0    35     1    15
  2.7491479223570408E-02 a       866     0    35     1    16
 -1.8940559951980274E-01 a       867     0    35     1    17
  1.7294300070669227E-01 a       868     0    35     1    18
 -5.4435204471109770E-02 a       869     0    35     1    19
  6.8918373150551729E-02 a       870     0    35     1    20
 -1.0192965123331635E-01 a       871     0    35     1    21
 -1.7406856251810285E-01 a       872     0    35     1    22
 -3.1536512840456027E-01 a       873     0    35     1    23
  5.0882679136830464E-03 a       874     0    35     1    24
 -3.5084619317540455E-03 a       875     0    35     1    25
 -1.0482943286860265E-01 a       876     0    36     1     1
 -1.0516664002849003E-02 a       877     0    36     1     2
  3.3463656586314880E-02 a       878     0    36     1     3
 -6.3338987615555106E-02 a       879     0    36     1     4
  3.9268854549017726E-02 a       880     0    36     1     5
 -2.0345108408543131E-01 a       881     0    36     1     6
  4.2870992222735237E-02 a       882     0    36     1     7
 -2.6775187711954479E-01 a       883     0    36     1     8
  2.2001589368606630E-02 a       884     0    36     1     9
  4.2026789523199548E-02 a       885     0    36     1    10
  6.8862107152977081E-02 a       886     0    36     1    11
  1.8328703491193138E-01 a       887     0    36     1    12
 -1.0078097207022346E-01 a       888     0    36     1    13
 -1.5407497929378527E-01 a       889     0    36     1    14
 -1.8738148298237493E-02 a       890     0    36     1    15
  1.0564207047636257E-02 a       891     0    36     1    16
  1.6999852972716326E-01 a       892     0    36     1    17
 -2.0912047578889915E-02 a       893     0    36     1    18
  2.1906379905322340E-01 a       894     0    36     1    19
 -1.2614010602713039E-02 a       895     0    36     1    20
 -1.0252947063318782E-01 a       896     0    36     1    21
 -5.9757011343797798E-03 a       897     0    36     1    22
  2.1553152892987697E-02 a       898     0    36     1    23
  1.7982657210954081E-01 a       899     0    36     1    24
 -7.9423296846373129E-02 a       900     0    36     1    25
 -6.1823370386997853E-02 a       901     0    37     1     1
  7.4299765024238573E-02 a       902     0    37     1     2
  3.3809208405181805E-02 a       903     0    37     1     3
  1.8718670623312134E-01 a       904     0    37     1     4
 -2.1793616444239715E-03 a       905     0    37     1     5
  6.2991463048351071E-02 a       906     0    37     1     6
 -1.5695313631957059E-01 a       907     0    37     1     7
  2.0889639104901592E-02 a       908     0    37     1     8
  1.7950422950208880E-01 a       909     0    37     1     9
  1.3627479243339297E-01 a       910     0    37     1    10
  4.7545822601371600E-02 a       911     0    37     1    11
 -4.3334584329931761E-03 a       912     0    37     1    12
 -4.3753215766097843E-02 a       913     0    37     1    13
 -1.1573442461326540E-01 a       914     0    37     1    14
 -3.6091449239455446E-02 a       915     0    37     1    15
 -1.3163426092428073E-02 a       916     0    37     1    16
 -1.8399653072537315E-02 a       917     0    37     1    17
  1.8016599568551012E-01 a       918     0    37     1    18
  1.2297656167904165E-01 a       919     0    37     1    19
  1.5295287386605934E-02 a       920     0    37     1    20
 -1.0635153857422727E-01 a       921     0    37     1    21
  3.0084570773692771E-02 a       922     0    37     1    22
  3.5140832040549838E-02 a       923     0    37     1    23
  1.1479674178198963E-01 a       924     0    37     1    24
 -1.6539649983962335E-02 a       925     0    37     1    25
  3.6833629370200918E-02 a       926     0    38     1     1
 -6.4664029354239792E-03 a       927     0    38     1     2
 -5.8585081284017501E-02 a       928     0    38     1     3
  3.6530349977167649E-02 a       929     0    38     1     4
  3.1925058869114467E-02 a       930     0    38     1     5
  4.3937341537772970E-02 a       931     0    38     1     6
  9.0743012494702457E-02 a       932     0    38     1     7
  1.3232744174663968E-01 a       933     0    38     1     8
  6.5736991588488697E-02 a       934     0    38     1     9
  5.0881328780946956E-02 a       935     0    38     1    10
 -6.7528334205940829E-02 a       936     0    38     1    11
 -1.4305375851776123E-01 a       937     0    38     1    12
  1.9081127551525814E-01 a       938     0    38     1    13
  1.8358179373137246E-01 a       939     0    38     1    14
  4.0498306056088021E-02 a       940     0    38     1    15
 -6.3566241400060494E-02 a       941     0    38     1    16
  6.2136965405525706E-02 a       942     0    38     1    17
 -3.5959440919483429E-02 a       943     0    38     1    18
 -8.1432968088129016E-03 a       944     0    38     1    19
 -1.7420527108956477E-02 a       945     0    38     1    20
 -1.2210414604002334E-01 a       946     0    38     1    21
 -5.3824442185945696E-02 a       947     0    38     1    22
  2.2194026506378745E-01 a       948     0    38     1    23
  3.8986849541645226E-02 a       949     0    38     1    24
  8.8293599005970030E-02 a       950     0    38     1    25
 -1.4955682223964014E-02 a       951     0    39     1     1
 -3.3202399054936167E-02 a       952     0    39     1     2
 -2.5482254441680129E-02 a       953     0    39     1     3
  9.3105260938058567E-03 a       954     0    39     1     4
 -4.0240150505425953E-02 a       955     0    39     1     5
  2.0476024859677675E-02 a       956     0    39     1     6
  7.5645788549377924E-02 a       957     0    39     1     7
  1.1285862886054449E-01 a       958     0    39     1     8
  7.4869539573686625E-02 a       959     0    39     1     9
 -1.1451777297391830E-01 a       960     0    39     1    10
 -7.5210732954494430E-02 a       961     0    39     1    11
  1.2724176447351321E-01 a       962     0    39     1    12
 -5.6074963139160723E-02 a       963     0    39     1    13
  3.4863669534341606E-02 a       964     0    39     1    14
  5.2628840966897475E-02 a       965     0    39     1    15
  7.0053330100503042E-03 a       966     0    39     1    16
 -1.2007558561186427E-02 a       967     0    39     1    17
  2.9686991372737746E-02 a       968     0    39     1    18
 -2.4104136521706605E-03 a       969     0    39     1    19
 -3.3737736401818375E-02 a       970     0    39     1    20
  5.1163553819912957E-03 a       971     0    39     1    21
  1.0869702190198835E-01 a       972     0    39     1    22
 -1.1135101181542805E-02 a       973     0    39     1    23
 -7.5599532787276200E-02 a       974     0    39     1    24
 -6.6064427463787363E-03 a       975     0    39     1    25
 -4.8271744521909167E-03 a       976     0    40     1     1
  5.0112855867333696E-02 a       977     0    40     1     2
  8.2994346958423088E-03 a       978     0    40     1     3
  5.8983619237093970E-02 a       979     0    40     1     4
  1.7089941597364842E-03 a       980     0    40     1     5
  2.0056192504222869E-02 a       981     0    40     1     6
 -2.1289364462052793E-02 a       982     0    40     1     7
  2.2944338575295379E-02 a       983     0    40     1     8
  4.2602068684912453E-02 a       984     0    40     1     9
  9.8853886342004246E-02 a       985     0    40     1    10
 -5.7004138129929001E-02 a       986     0    40     1    11
 -2.3097236824067699E-01 a       987     0    40     1    12
  1.7670071208524338E-01 a       988     0    40     1    13
 -2.4922867776121137E-02 a       989     0    40     1    14
 -3.1738921281506675E-02 a       990     0    40     1    15
  2.9581853262519772E-02 a       991     0    40     1    16
 -6.5298841909916944E-02 a       992     0    40     1    17
  1.8511632400832482E-02 a       993     0    40     1    18
 -8.9547076807598866E-02 a       994     0    40     1    19
  3.6288862532060382E-03 a       995     0    40     1    20
  2.2505488068912019E-02 a       996     0    40     1    21
  9.0041969756005244E-02 a       997     0    40     1    22
 -3.1757954841162742E-02 a       998     0    40     1    23
  6.9466757345271232E-02 a       999     0    40     1    24
  2.2157268555988971E-02 a      1000     0    40     1    25
 -5.1045800494126749E-02 a      1001     0    41     1     1
 -6.8969874739891454E-02 a      1002     0    41     1     2
 -5.4002657250636049E-02 a      1003     0    41     1     3
 -1.9473699264957059E-01 a      1004     0    41     1     4
 -2.2657152488821844E-01 a      1005     0    41     1     5
  1.2995559610954355E-01 a      1006     0    41     1     6
  1.2015508676326742E-01 a      1007     0    41     1     7
  6.2993343199736471E-02 a      1008     0    41     1     8
 -1.8154636723584358E-01 a      1009     0    41     1     9
 -2.7783787243165281E-01 a      1010     0    41     1    10
 -1.7810036870848672E-01 a      1011     0    41     1    11
  6.1988510574572095E-02 a      1012     0    41     1    12
 -1.5574245148671131E-01 a      1013     0    41     1    13
  1.4329009799127523E-01 a      1014     0    41     1    14
  1.8603236047264160E-02 a      1015     0    41     1    15
  2.8744291703606543E-02 a      1016     0    41     1    16
 -2.8991663700714508E-02 a      1017     0    41     1    17
 -1.8752970136207139E-01 a      1018     0    41     1    18
 -5.1641843923970511E-02 a      1019     0    41     1    19
  1.4099870056315039E-01 a      1020     0    41     1    20
  1.5271456689658672E-01 a      1021     0    41     1    21
 -7.2350986721608362E-02 a      1022     0    41     1    22
 -1.0714320737900207E-01 a      1023     0    41     1    23
 -1.1249799304966362E-01 a      1024     0    41     1    24
 -5.3476369949472913E-02 a      1025     0    41     1    25
  2.5942319811427633E-01 a      1026     0    42     1     1
  6.7726077306409574E-02 a      1027     0    42     1     2
  1.5690807399618714E-01 a      1028     0    42     1     3
 -4.7487468291176158E-02 a      1029     0    42     1     4
 -4.2849161496108283E-02 a      1030     0    42     1     5
  1.7835441274655045E-01 a      1031     0    42     1     6
 -1.6115994151676830E-01 a      1032     0    42     1     7
  1.8846479163894472E-01 a      1033     0    42     1     8
 -1.0208512416043813E-01 a      1034     0    42     1     9
 -2.4802059881169396E-02 a      1035     0    42     1    10
 -1.1084516727989790E-01 a      1036     0    42     1    11
  1.2385454821970210E-01 a      1037     0    42     1    12
  2.4143006108636503E-01 a      1038     0    42     1    13
 -1.8314531679295767E-01 a      1039     0    42     1    14
 -1.1492360330533696E-02 a      1040     0    42     1    15
  1.4758977317095465E-01 a      1041     0    42     1    16
 -2.0191370705898062E-01 a      1042     0    42     1    17
  3.2080538819898564E-02 a      1043     0    42     1    18
 -3.2853434413011390E-02 a      1044     0    42     1    19
  6.4481395798992411E-02 a      1045     0    42     1    20
  1.0556146228063938E-01 a      1046     0    42     1    21
 -1.1397120332516064E-01 a      1047     0    42     1    22
  1.3798518073811672E-01 a      1048     0    42     1    23
 -9.1180261840540892E-03 a      1049     0    42     1    24
 -7.4966088333487627E-02 a      1050     0    42     1    25
  5.4121764959477063E-02 a      1051     0    43     1     1
 -6.5375525009521401E-02 a      1052     0    43     1     2
  1.5760453290007351E-01 a      1053     0    43     1     3
 -4.9044489208088064E-02 a      1054     0    43     1     4
 -1.5587163494356820E-01 a      1055     0    43     1     5
 -6.8008669963746493E-02 a      1056     0    43     1     6
 -1.0690612005597230E-01 a      1057     0    43     1     7
  1.3747625377092876E-01 a      1058     0    43     1     8
 -4.2985706217313450E-03 a      1059     0    43     1     9
  4.1699281497382931E-02 a      1060     0    43     1    10
  7.9341189634344750E-02 a      1061     0    43     1    11
  1.2967838200371176E-01 a      1062     0    43     1    12
 -1.8455545541829887E-01 a      1063     0    43     1    13
 -7.3577745365492414E-02 a      1064     0    43     1    14
 -6.8668502257193759E-02 a      1065     0    43     1    15
 -2.2181428620196314E-01 a      1066     0    43     1    16
 -1.3935231872875661E-01 a      1067     0    43     1    17
