################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.4164045259749156E-02 a      1587     0    64     1    12
  1.1357243687900119E-01 a      1588     0    64     1    13
 -8.5996350603402577E-02 a      1589     0    64     1    14
  4.9437966763690673E-02 a      1590     0    64     1    15
 -8.9938064619554781E-02 a      1591     0    64     1    16
  4.9521232753576554E-02 a      1592     0    64     1    17
 -2.8807499512806201E-01 a      1593     0    64     1    18
  1.3704320682886562E-01 a      1594     0    64     1    19
 -6.2194232918661781E-02 a      1595     0    64     1    20
 -9.0583277052809177E-02 a      1596     0    64     1    21
  2.0880522268084054E-01 a      1597     0    64     1    22
  1.3589993989092627E-01 a      1598     0    64     1    23
  1.1687246960136949E-01 a      1599     0    64     1    24
  2.1313209643339315E-02 a      1600     0    64     1    25
 -2.3753104422404348E-02 a      1601     0    65     1     1
 -6.2349171790480025E-03 a      1602     0    65     1     2
  6.5857318337784146E-02 a      1603     0    65     1     3
  1.2599325251667817E-01 a      1604     0    65     1     4
 -1.4148660690047266E-01 a      1605     0    65     1     5
 -2.5762291311620533E-01 a      1606     0    65     1     6
  1.7218119983794294E-01 a      1607     0    65     1     7
  6.5240644316058083E-02 a      1608     0    65     1     8
 -7.2955663616022806E-02 a      1609     0    65     1     9
  7.0374342730758530E-02 a      1610     0    65     1    10
  4.0405164195164857E-02 a      1611     0    65     1    11
 -1.3043041706637660E-02 a      1612     0    65     1    12
  1.1742259128288701E-01 a      1613     0    65     1    13
  1.4830303549735935E-01 a      1614     0    65     1    14
  3.2206770903760326E-02 a      1615     0    65     1    15
  4.9057764095860913E-02 a      1616     0    65     1    16
 -4.6126236447678340E-02 a      1617     0    65     1    17
  1.4877170507798682E-01 a      1618     0    65     1    18
  9.4044764100771339E-02 a      1619     0    65     1    19
  1.1176845193764055E-01 a      1620     0    65     1    20
 -1.0783173488179492E-02 a      1621     0    65     1    21
 -2.8161402151290715E-02 a      1622     0    65     1    22
  8.9030622639566681E-02 a      1623     0    65     1    23
  1.6754143434847496E-01 a      1624     0    65     1    24
  1.9089152909074186E-02 a      1625     0    65     1    25
 -1.4799505906527129E-02 a      1626     0    66     1     1
  9.4507713084843806E-02 a      1627     0    66     1     2
 -1.7509998472773500E-02 a      1628     0    66     1     3
  7.0256459110102573E-02 a      1629     0    66     1     4
  8.8262605123531540E-02 a      1630     0    66     1     5
 -3.7686739029209160E-02 a      1631     0    66     1     6
  5.3660435301677793E-02 a      1632     0    66     1     7
 -1.7039651814294829E-01 a      1633     0    66     1     8
  7.7543087185827975E-02 a      1634     0    66     1     9
  5.1612735840430572E-02 a      1635     0    66     1    10
  3.5284222764396839E-03 a      1636     0    66     1    11
 -1.6743415972312761E-01 a      1637     0    66     1    12
 -3.9982198514743092E-02 a      1638     0    66     1    13
 -2.2445752077118714E-01 a      1639     0    66     1    14
 -5.4994562130891003E-02 a      1640     0    66     1    15
  1.6117676604058198E-01 a      1641     0    66     1    16
  3.3925409634886931E-02 a      1642     0    66     1    17
  1.6057092830519681E-01 a      1643     0    66     1    18
  8.9481625526368874E-02 a      1644     0    66     1    19
  8.5045630412644763E-02 a      1645     0    66     1    20
 -8.3665727610995569E-02 a      1646     0    66     1    21
  5.0165631083103832E-02 a      1647     0    66     1    22
  4.5577967693292191E-02 a      1648     0    66     1    23
 -2.1713952401444338E-02 a      1649     0    66     1    24
 -2.1661451114410205E-01 a      1650     0    66     1    25
  1.1694907850230493E-01 a      1651     0    67     1     1
 -8.5436189049999250E-02 a      1652     0    67     1     2
  3.5469287203919467E-02 a      1653     0    67     1     3
 -1.6062242340432695E-01 a      1654     0    67     1     4
 -1.6210403322142665E-02 a      1655     0    67     1     5
 -1.8658890543330459E-01 a      1656     0    67     1     6
  9.6592246496977410E-02 a      1657     0    67     1     7
  4.0307594182926565E-02 a      1658     0    67     1     8
 -1.2573301636400316E-01 a      1659     0    67     1     9
  3.3321408585956100E-02 a      1660     0    67     1    10
  3.1678021803046082E-02 a      1661     0    67     1    11
 -3.6933581807385714E-02 a      1662     0    67     1    12
  2.3897014546514581E-01 a      1663     0    67     1    13
  1.1056018611179394E-01 a      1664     0    67     1    14
  4.8511351441041031E-02 a      1665     0    67     1    15
 -1.9357147447087792E-02 a      1666     0    67     1    16
  1.0101158956599234E-01 a      1667     0    67     1    17
 -3.4584344747419601E-02 a      1668     0    67     1    18
  1.4697264331497242E-03 a      1669     0    67     1    19
  6.9451940414091487E-02 a      1670     0    67     1    20
 -1.7958960008967043E-01 a      1671     0    67     1    21
 -7.7719690772122429E-02 a      1672     0    67     1    22
 -3.3982830899115538E-02 a      1673     0    67     1    23
  2.6080801309363581E-02 a      1674     0    67     1    24
  3.7925660758022540E-02 a      1675     0    67     1    25
  2.5574151536025734E-02 a      1676     0    68     1     1
 -8.3823656735721605E-02 a      1677     0    68     1     2
  1.5453469349527706E-02 a      1678     0    68     1     3
 -3.7889604306113968E-02 a      1679     0    68     1     4
  3.7416737461663865E-02 a      1680     0    68     1     5
  7.0704740827156011E-03 a      1681     0    68     1     6
 -4.9208411016797085E-02 a      1682     0    68     1     7
  5.1851397477659295E-02 a      1683     0    68     1     8
  1.7362463673778354E-02 a      1684     0    68     1     9
 -5.2787067057194721E-02 a      1685     0    68     1    10
  8.3140420016862768E-03 a      1686     0    68     1    11
  6.1542915730175674E-02 a      1687     0    68     1    12
  1.9551846989873858E-01 a      1688     0    68     1    13
  1.7369140881018246E-02 a      1689     0    68     1    14
 -2.8139991527040772E-02 a      1690     0    68     1    15
 -7.4491791700908208E-02 a      1691     0    68     1    16
 -2.0144803981659332E-01 a      1692     0    68     1    17
  8.3842005743750614E-02 a      1693     0    68     1    18
  3.1680954594924135E-02 a      1694     0    68     1    19
 -5.2914411002542468E-02 a      1695     0    68     1    20
  5.3458642226028676E-02 a      1696     0    68     1    21
  6.3666974143533298E-02 a      1697     0    68     1    22
 -9.6377915925110816E-03 a      1698     0    68     1    23
 -3.6468339381756566E-02 a      1699     0    68     1    24
 -2.3690137235416135E-02 a      1700     0    68     1    25
  8.2794446936642254E-03 a      1701     0    69     1     1
 -3.3280712879851113E-02 a      1702     0    69     1     2
 -2.5830959061552101E-02 a      1703     0    69     1     3
  1.0222483389430716E-01 a      1704     0    69     1     4
  5.1823216332456956E-02 a      1705     0    69     1     5
  2.4112149974080940E-02 a      1706     0    69     1     6
  1.9784430346396788E-02 a      1707     0    69     1     7
  1.8348019113870145E-03 a      1708     0    69     1     8
  4.9984362699551588E-02 a      1709     0    69     1     9
 -5.0542968970915259E-03 a      1710     0    69     1    10
 -2.9513870738141473E-02 a      1711     0    69     1    11
 -1.1523973500090338E-01 a      1712     0    69     1    12
  1.2051705782173813E-01 a      1713     0    69     1    13
  1.7987005231747441E-01 a      1714     0    69     1    14
  1.1950864106563314E-02 a      1715     0    69     1    15
 -7.4750289828922609E-02 a      1716     0    69     1    16
 -1.0813481064764414E-01 a      1717     0    69     1    17
  1.3317160865945465E-01 a      1718     0    69     1    18
  1.2559371637665229E-01 a      1719     0    69     1    19
  7.5291855911290367E-02 a      1720     0    69     1    20
  1.0989659380784566E-02 a      1721     0    69     1    21
 -1.2332475297229140E-02 a      1722     0    69     1    22
 -1.2737084747590836E-02 a      1723     0    69     1    23
 -2.0083070470084292E-02 a      1724     0    69     1    24
  1.2493994644662355E-01 a      1725     0    69     1    25
  5.6112957287514344E-02 a      1726     0    70     1     1
 -8.1045787967760421E-02 a      1727     0    70     1     2
  4.4732773820384659E-02 a      1728     0    70     1     3
 -1.3756517507478475E-01 a      1729     0    70     1     4
 -7.5651855166520315E-02 a      1730     0    70     1     5
 -2.4034098865505359E-02 a      1731     0    70     1     6
 -2.8098815641516178E-01 a      1732     0    70     1     7
 -1.7343857805218167E-02 a      1733     0    70     1     8
 -1.8134198633584539E-01 a      1734     0    70     1     9
 -4.8638978571769964E-02 a      1735     0    70     1    10
  7.8042793898209631E-02 a      1736     0    70     1    11
  1.0418371715761125E-01 a      1737     0    70     1    12
  1.4073858172642709E-01 a      1738     0    70     1    13
  1.7345426226264779E-01 a      1739     0    70     1    14
 -4.4149909542359672E-02 a      1740     0    70     1    15
 -2.7190829009302614E-01 a      1741     0    70     1    16
  1.3379218083335226E-01 a      1742     0    70     1    17
  1.2610977662739528E-01 a      1743     0    70     1    18
 -1.8330632592864915E-01 a      1744     0    70     1    19
  4.9459298301972279E-02 a      1745     0    70     1    20
 -6.5556236339673543E-02 a      1746     0    70     1    21
  7.6019707811331369E-03 a      1747     0    70     1    22
  7.6410952258525927E-02 a      1748     0    70     1    23
 -4.9441601648491915E-02 a      1749     0    70     1    24
  3.2683512733039560E-01 a      1750     0    70     1    25
 -2.0918943160028469E-02 a      1751     0    71     1     1
  1.6962111565611093E-01 a      1752     0    71     1     2
  6.3840778051697411E-02 a      1753     0    71     1     3
  4.1065243107054983E-01 a      1754     0    71     1     4
  2.6139066730408450E-01 a      1755     0    71     1     5
 -1.2472735621670983E-01 a      1756     0    71     1     6
  9.8370737888595711E-02 a      1757     0    71     1     7
  1.1472415056106831E-01 a      1758     0    71     1     8
  3.4557411331521903E-01 a      1759     0    71     1     9
  7.3522399333781879E-02 a      1760     0    71     1    10
 -1.0722138283259753E-02 a      1761     0    71     1    11
 -4.1651195421537050E-02 a      1762     0    71     1    12
  1.7954932102741564E-01 a      1763     0    71     1    13
  2.3781537643137848E-01 a      1764     0    71     1    14
  1.8908550962667756E-01 a      1765     0    71     1    15
  4.3590263066145191E-02 a      1766     0    71     1    16
  1.0242929625644066E-01 a      1767     0    71     1    17
  1.8413476771605836E-01 a      1768     0    71     1    18
 -7.6948959801512035E-03 a      1769     0    71     1    19
  5.4806802771597475E-02 a      1770     0    71     1    20
  3.8916721812111851E-02 a      1771     0    71     1    21
  5.7649050031374417E-02 a      1772     0    71     1    22
 -6.9501045285315213E-02 a      1773     0    71     1    23
 -4.6897638494929388E-02 a      1774     0    71     1    24
 -2.9473971215480198E-02 a      1775     0    71     1    25
 -7.8045944274768755E-02 a      1776     0    72     1     1
 -3.6445529188923201E-02 a      1777     0    72     1     2
  1.5711767207533944E-01 a      1778     0    72     1     3
  3.7217672360944176E-01 a      1779     0    72     1     4
 -5.5861743829829891E-01 a      1780     0    72     1     5
  1.9954022514645936E-01 a      1781     0    72     1     6
  2.0742284706896774E-01 a      1782     0    72     1     7
 -1.0917710620510800E-01 a      1783     0    72     1     8
  1.8557535332792888E-01 a      1784     0    72     1     9
  9.4819178838953782E-03 a      1785     0    72     1    10
 -2.5635580074245240E-01 a      1786     0    72     1    11
  1.4612485806945205E-01 a      1787     0    72     1    12
 -1.0909917141016177E-01 a      1788     0    72     1    13
 -1.1144271433518557E-01 a      1789     0    72     1    14
 -1.8602124348316817E-01 a      1790     0    72     1    15
  1.7286912004122884E-01 a      1791     0    72     1    16
  4.9524587211951548E-02 a      1792     0    72     1    17
  1.0908475227586847E-01 a      1793     0    72     1    18
  3.7318482009491449E-02 a      1794     0    72     1    19
 -1.7569459515456332E-01 a      1795     0    72     1    20
 -1.0320820394442981E-01 a      1796     0    72     1    21
  1.5255017082473080E-01 a      1797     0    72     1    22
  1.2303342347206631E-01 a      1798     0    72     1    23
 -3.3418595593225180E-02 a      1799     0    72     1    24
  2.0943465490648691E-01 a      1800     0    72     1    25
 -4.1566096251703474E-02 a      1801     0    73     1     1
  3.8171997176052130E-02 a      1802     0    73     1     2
 -5.4527190058635641E-02 a      1803     0    73     1     3
 -1.5054409961640555E-01 a      1804     0    73     1     4
  2.3932465720409904E-01 a      1805     0    73     1     5
 -2.9114787812976117E-02 a      1806     0    73     1     6
  8.8149615193276132E-02 a      1807     0    73     1     7
  3.2019548970476158E-01 a      1808     0    73     1     8
 -2.0748615666475557E-02 a      1809     0    73     1     9
 -1.4288749877664150E-01 a      1810     0    73     1    10
  7.0845190057529470E-02 a      1811     0    73     1    11
 -2.3156615337987602E-01 a      1812     0    73     1    12
 -3.7235132876671649E-02 a      1813     0    73     1    13
  6.7684190808215638E-02 a      1814     0    73     1    14
  8.2951864639339997E-05 a      1815     0    73     1    15
 -1.6407461989224294E-02 a      1816     0    73     1    16
  2.3115022873616270E-01 a      1817     0    73     1    17
  5.3770865708370114E-02 a      1818     0    73     1    18
 -8.3776609261988669E-02 a      1819     0    73     1    19
 -1.1318657501003980E-01 a      1820     0    73     1    20
 -1.6603336132982618E-02 a      1821     0    73     1    21
 -1.1038813132586155E-01 a      1822     0    73     1    22
  4.0322337388203330E-02 a      1823     0    73     1    23
  2.9896777841161553E-03 a      1824     0    73     1    24
  9.5864335354409760E-02 a      1825     0    73     1    25
  9.7708519480868020E-02 a      1826     0    74     1     1
 -6.6189051977135455E-02 a      1827     0    74     1     2
 -4.0261692661913515E-03 a      1828     0    74     1     3
 -9.2087786106035921E-02 a      1829     0    74     1     4
  2.4278660345056217E-02 a      1830     0    74     1     5
  1.2497536260359796E-01 a      1831     0    74     1     6
  1.2431247870553286E-01 a      1832     0    74     1     7
 -4.1755857021331298E-02 a      1833     0    74     1     8
  5.1512163541385686E-02 a      1834     0    74     1     9
 -9.5428136316953419E-02 a      1835     0    74     1    10
 -7.3037608131537569E-04 a      1836     0    74     1    11
 -9.1924301659851246E-03 a      1837     0    74     1    12
  2.2772434692021767E-01 a      1838     0    74     1    13
  9.6631227582311130E-02 a      1839     0    74     1    14
 -7.9995330660881214E-02 a      1840     0    74     1    15
 -7.8383084862123642E-02 a      1841     0    74     1    16
 -9.3341375283440331E-02 a      1842     0    74     1    17
 -3.4880840408929976E-02 a      1843     0    74     1    18
  1.4342876400103016E-01 a      1844     0    74     1    19
 -9.8304959701532968E-02 a      1845     0    74     1    20
  1.7868899032986257E-01 a      1846     0    74     1    21
  5.6514724237892777E-02 a      1847     0    74     1    22
 -9.0295897986759452E-02 a      1848     0    74     1    23
 -1.1561305005075743E-01 a      1849     0    74     1    24
  1.0700364452118291E-01 a      1850     0    74     1    25
  1.6952562908754135E-01 a      1851     0    75     1     1
 -5.4062607495213334E-02 a      1852     0    75     1     2
  2.7789037646411788E-02 a      1853     0    75     1     3
 -1.9445388449762399E-01 a      1854     0    75     1     4
  3.7288034441921808E-01 a      1855     0    75     1     5
 -1.1011066412720308E-01 a      1856     0    75     1     6
  1.2788789788482416E-01 a      1857     0    75     1     7
 -1.7675176660197356E-01 a      1858     0    75     1     8
  1.3434027085911182E-02 a      1859     0    75     1     9
  1.2518831245165521E-02 a      1860     0    75     1    10
  9.2393689781570018E-02 a      1861     0    75     1    11
 -2.0609192433534854E-03 a      1862     0    75     1    12
 -1.4680870858902878E-01 a      1863     0    75     1    13
 -1.0058447250248728E-01 a      1864     0    75     1    14
  4.2582196505766640E-02 a      1865     0    75     1    15
 -9.1008148746034204E-02 a      1866     0    75     1    16
 -1.2450365512435908E-01 a      1867     0    75     1    17
 -7.9583373981996358E-02 a      1868     0    75     1    18
 -2.1568101880029250E-02 a      1869     0    75     1    19
 -4.2838067351299011E-02 a      1870     0    75     1    20
 -5.9713946371625692E-02 a      1871     0    75     1    21
  2.0175972945143523E-02 a      1872     0    75     1    22
  1.0884847632820085E-01 a      1873     0    75     1    23
  1.9395455266400494E-02 a      1874     0    75     1    24
  1.0439075662350764E-01 a      1875     0    75     1    25
 -1.0934914960750902E-01 a      1876     0    76     1     1
 -8.8446979001414322E-02 a      1877     0    76     1     2
  3.1922647981378123E-02 a      1878     0    76     1     3
 -1.0894765403893612E-01 a      1879     0    76     1     4
  8.0755454231576873E-02 a      1880     0    76     1     5
  8.8799414348036759E-02 a      1881     0    76     1     6
  5.9403475782399663E-02 a      1882     0    76     1     7
 -2.7414130361802829E-02 a      1883     0    76     1     8
  9.9310983468998363E-03 a      1884     0    76     1     9
 -6.7931725372108009E-02 a      1885     0    76     1    10
 -6.0165711261303594E-02 a      1886     0    76     1    11
  4.0258277606295141E-02 a      1887     0    76     1    12
  1.0502513631069725E-01 a      1888     0    76     1    13
 -2.1686850786731521E-02 a      1889     0    76     1    14
 -2.8509630070582288E-02 a      1890     0    76     1    15
  8.8408213368399116E-02 a      1891     0    76     1    16
  7.2567625519118209E-03 a      1892     0    76     1    17
 -1.2673701405257437E-01 a      1893     0    76     1    18
 -1.9702464138085934E-01 a      1894     0    76     1    19
  3.9991335431028244E-02 a      1895     0    76     1    20
 -5.1745302951968483E-02 a      1896     0    76     1    21
  1.3374761634368412E-01 a      1897     0    76     1    22
  8.6884731085464878E-02 a      1898     0    76     1    23
 -2.3339531946446851E-01 a      1899     0    76     1    24
 -1.3725743658372730E-02 a      1900     0    76     1    25
  1.8397026250759244E-02 a      1901     0    77     1     1
  5.5193766990742216E-02 a      1902     0    77     1     2
  3.3400447987934977E-02 a      1903     0    77     1     3
 -8.5183611813798868E-02 a      1904     0    77     1     4
  1.3192401142227128E-01 a      1905     0    77     1     5
  1.4911763509490259E-02 a      1906     0    77     1     6
 -9.4543573963300140E-02 a      1907     0    77     1     7
  2.1459661618272386E-02 a      1908     0    77     1     8
 -2.7342581222349241E-02 a      1909     0    77     1     9
  2.5319623890512420E-02 a      1910     0    77     1    10
 -1.6825774796473094E-02 a      1911     0    77     1    11
  7.4203249337742958E-02 a      1912     0    77     1    12
 -3.8747233671844942E-03 a      1913     0    77     1    13
 -4.0041247990742150E-02 a      1914     0    77     1    14
 -4.3521420287513012E-02 a      1915     0    77     1    15
  1.2842972683758599E-01 a      1916     0    77     1    16
 -7.7966917414148754E-02 a      1917     0    77     1    17
 -1.5092172139083737E-01 a      1918     0    77     1    18
 -1.1148854042123003E-01 a      1919     0    77     1    19
 -2.6109505836908509E-02 a      1920     0    77     1    20
 -5.7285900041462487E-02 a      1921     0    77     1    21
 -5.2248673124430690E-02 a      1922     0    77     1    22
  2.6519527181758251E-01 a      1923     0    77     1    23
 -8.8774440569229535E-02 a      1924     0    77     1    24
 -2.8092291760152464E-02 a      1925     0    77     1    25
 -7.4908296480499847E-02 a      1926     0    78     1     1
 -7.6047548408414573E-02 a      1927     0    78     1     2
  1.0290769910491594E-01 a      1928     0    78     1     3
 -9.4784361402195733E-02 a      1929     0    78     1     4
  8.1452036708963990E-02 a      1930     0    78     1     5
 -2.0672769481804995E-01 a      1931     0    78     1     6
 -1.3096017583352403E-02 a      1932     0    78     1     7
  8.6092577756026231E-02 a      1933     0    78     1     8
 -8.6558731270752490E-02 a      1934     0    78     1     9
  5.7648293344118889E-02 a      1935     0    78     1    10
  4.9525719801306670E-02 a      1936     0    78     1    11
  9.3099924950569415E-02 a      1937     0    78     1    12
  1.7346081633068725E-01 a      1938     0    78     1    13
 -8.6666359397862009E-03 a      1939     0    78     1    14
  9.4097365064919711E-02 a      1940     0    78     1    15
  1.7048393319539690E-01 a      1941     0    78     1    16
 -1.5116067186419596E-01 a      1942     0    78     1    17
 -1.0001937688261135E-01 a      1943     0    78     1    18
 -4.3560086409905946E-03 a      1944     0    78     1    19
  4.0708526409716984E-02 a      1945     0    78     1    20
 -7.3589785443041594E-02 a      1946     0    78     1    21
  1.2936901250605428E-02 a      1947     0    78     1    22
  1.9425474763002354E-01 a      1948     0    78     1    23
 -2.1260448556614439E-01 a      1949     0    78     1    24
 -1.9462514275191989E-01 a      1950     0    78     1    25
  3.9360697031845415E-02 a      1951     0    79     1     1
  4.0294352733177899E-03 a      1952     0    79     1     2
 -1.7857328010590984E-01 a      1953     0    79     1     3
 -1.9043913099114310E-01 a      1954     0    79     1     4
  2.8998954279652739E-02 a      1955     0    79     1     5
 -2.4915164352203371E-02 a      1956     0    79     1     6
 -1.7840376926648682E-01 a      1957     0    79     1     7
  8.7072013414993252E-02 a      1958     0    79     1     8
 -1.4638858490261797E-01 a      1959     0    79     1     9
 -1.1251137861555580E-01 a      1960     0    79     1    10
  2.0372222678451690E-02 a      1961     0    79     1    11
  1.5072253632075518E-02 a      1962     0    79     1    12
 -1.3350974126180526E-01 a      1963     0    79     1    13
  8.7632943538967500E-02 a      1964     0    79     1    14
  4.7651225517298546E-03 a      1965     0    79     1    15
  5.4123808858318693E-03 a      1966     0    79     1    16
  2.0974131554871930E-02 a      1967     0    79     1    17
 -2.3780121783584651E-01 a      1968     0    79     1    18
  9.9565842471962665E-02 a      1969     0    79     1    19
 -4.4958855173466344E-02 a      1970     0    79     1    20
  8.2912887273647651E-02 a      1971     0    79     1    21
 -7.9704477531362700E-02 a      1972     0    79     1    22
  1.4962262088933387E-02 a      1973     0    79     1    23
 -1.2158597842880857E-01 a      1974     0    79     1    24
 -1.0365302913955386E-01 a      1975     0    79     1    25
 -5.5385183877385301E-02 a      1976     0    80     1     1
 -7.2525438365005981E-02 a      1977     0    80     1     2
  1.5045765411247553E-01 a      1978     0    80     1     3
 -1.4750981332129251E-01 a      1979     0    80     1     4
  1.5634944559485855E-01 a      1980     0    80     1     5
  9.9438773911795897E-02 a      1981     0    80     1     6
 -4.8947909675890647E-02 a      1982     0    80     1     7
 -1.5108161296340453E-01 a      1983     0    80     1     8
 -1.1231738840873788E-01 a      1984     0    80     1     9
  4.8112995554050804E-02 a      1985     0    80     1    10
  4.6707207279025269E-02 a      1986     0    80     1    11
 -7.5195209740785002E-02 a      1987     0    80     1    12
  3.4593980099439159E-01 a      1988     0    80     1    13
 -1.6528181981465499E-02 a      1989     0    80     1    14
 -1.4695538699422436E-01 a      1990     0    80     1    15
 -7.9558524312840495E-02 a      1991     0    80     1    16
 -3.6307795580052142E-02 a      1992     0    80     1    17
  1.6584201204095355E-02 a      1993     0    80     1    18
  1.6527570866060885E-02 a      1994     0    80     1    19
  8.5296333806388944E-02 a      1995     0    80     1    20
 -3.6070570332905866E-02 a      1996     0    80     1    21
  1.9116330142033428E-01 a      1997     0    80     1    22
  3.0625586077054116E-02 a      1998     0    80     1    23
 -4.3680602206500239E-02 a      1999     0    80     1    24
  2.4266150893117794E-01 a      2000     0    80     1    25
  8.1853072474615995E-01 b      2001     1     1
  1.0865610232807781E-01 b      2002     1     2
 -8.9736216858559570E-01 b      2003     1     3
  3.5622213200857483E-01 b      2004     1     4
 -1.7678973649611378E+00 b      2005     1     5
  1.3464705260896863E+00 b      2006     1     6
  1.1781018722745284E+00 b      2007     1     7
  9.4991523319743232E-01 b      2008     1     8
  7.5566355232230520E-01 b      2009     1     9
  3.3362202827552007E-01 b      2010     1    10
  5.9334465512379497E-01 b      2011     1    11
  1.1466952961158003E+00 b      2012     1    12
  1.4472113956990564E+00 b      2013     1    13
  8.7341914825937705E-01 b      2014     1    14
 -1.4680158520098923E+00 b      2015     1    15
 -4.1650603579471945E-01 b      2016     1    16
 -9.4131635531633984E-01 b      2017     1    17
  1.4367792874939327E+00 b      2018     1    18
 -1.4644280383576636E+00 b      2019     1    19
 -6.3061766032850977E-02 b      2020     1    20
  1.8176266822284000E+00 b      2021     1    21
  1.1531052584607173E+00 b      2022     1    22
  1.3128247184681057E+00 b      2023     1    23
  5.2062513891681794E-01 b      2024     1    24
  8.7109809348054268E-01 b      2025     1    25
  4.4624935659347198E-01 a      2026     1     1     2     1
  6.3954385016589310E-01 a      2027     1     1     2     2
  4.7088036032550684E-02 a      2028     1     1     2     3
  3.1258991995513929E-01 a      2029     1     1     2     4
  3.6290344152113391E-01 a      2030     1     1     2     5
 -1.3702320630453529E-01 a      2031     1     1     2     6
  2.0722223780244253E-01 a      2032     1     1     2     7
 -2.8320690643998656E-02 a      2033     1     1     2     8
 -3.7157429647723800E-01 a      2034     1     1     2     9
  2.4113771254297151E-01 a      2035     1     1     2    10
 -1.4728293713892499E-01 a      2036     1     1     2    11
  1.3887404429665343E-01 a      2037     1     1     2    12
  6.7262380957036391E-02 a      2038     1     1     2    13
 -2.6087225193617974E-01 a      2039     1     1     2    14
  2.8080952465857190E-01 a      2040     1     1     2    15
 -1.2425616503574903E-02 a      2041     1     1     2    16
 -1.0979844841848903E-01 a      2042     1     1     2    17
  8.4831888385450260E-03 a      2043     1     1     2    18
  2.0635359185031638E-01 a      2044     1     1     2    19
 -4.3711250577125015E-02 a      2045     1     1     2    20
 -5.0949074947144801E-01 a      2046     1     1     2    21
  3.4929525873966250E-01 a      2047     1     1     2    22
  9.2841284820315881E-02 a      2048     1     1     2    23
 -4.8061299819945663E-01 a      2049     1     1     2    24
  4.3089595771978939E-01 a      2050     1     1     2    25
 -7.5436359052154167E-01 a      2051     1     2     2     1
  2.3142253142463820E-01 a      2052     1     2     2     2
  2.2396654800469473E-01 a      2053     1     2     2     3
  1.8603310208368462E-01 a      2054     1     2     2     4
  1.7035291085419557E-01 a      2055     1     2     2     5
  1.3085687696328391E-01 a      2056     1     2     2     6
 -2.4114566766149679E-02 a      2057     1     2     2     7
 -2.9299681717987547E-01 a      2058     1     2     2     8
  2.7307602425584454E-01 a      2059     1     2     2     9
 -1.1537660179554904E-01 a      2060     1     2     2    10
 -5.5551778478080660E-01 a      2061     1     2     2    11
  9.0890399711735737E-01 a      2062     1     2     2    12
  2.6166484755292913E-01 a      2063     1     2     2    13
  3.3576125946000041E-01 a      2064     1     2     2    14
 -2.1398561236687080E-01 a      2065     1     2     2    15
 -9.8102770057786032E-02 a      2066     1     2     2    16
 -5.6046621336902447E-01 a      2067     1     2     2    17
 -2.6193369060066630E-02 a      2068     1     2     2    18
  9.2404899647729355E-02 a      2069     1     2     2    19
  1.1235434381868295E-01 a      2070     1     2     2    20
 -3.6848647216670855E-01 a      2071     1     2     2    21
  5.5425751151244673E-01 a      2072     1     2     2    22
 -1.2483282743012858E-01 a      2073     1     2     2    23
  1.0397361663048041E-01 a      2074     1     2     2    24
  1.0748315145954997E-01 a      2075     1     2     2    25
 -2.6735321355423997E-01 a      2076     1     3     2     1
 -3.2906996700997593E-01 a      2077     1     3     2     2
  6.7566814210366810E-02 a      2078     1     3     2     3
 -2.8594180796865237E-01 a      2079     1     3     2     4
 -3.4012624712603534E-01 a      2080     1     3     2     5
  2.0923830727721124E-01 a      2081     1     3     2     6
 -4.4034708240680072E-02 a      2082     1     3     2     7
 -4.3586384176601450E-01 a      2083     1     3     2     8
  6.3607386718360615E-01 a      2084     1     3     2     9
 -3.6589367657627564E-01 a      2085     1     3     2    10
 -3.6318207878029313E-01 a      2086     1     3     2    11
  4.5862763230510178E-01 a      2087     1     3     2    12
  4.8953012569935528E-01 a      2088     1     3     2    13
  2.1640213961242782E-02 a      2089     1     3     2    14
  1.1412209679888681E-01 a      2090     1     3     2    15
  5.8441207144750384E-01 a      2091     1     3     2    16
 -1.9108951298836568E-01 a      2092     1     3     2    17
 -1.1372407351148060E-01 a      2093     1     3     2    18
  9.7766654983235269E-03 a      2094     1     3     2    19
 -9.5012122155503115E-02 a      2095     1     3     2    20
 -1.5854792761062639E-01 a      2096     1     3     2    21
  1.6215583924951960E-01 a      2097     1     3     2    22
  6.0392429138311776E-01 a      2098     1     3     2    23
  4.5398264916124026E-01 a      2099     1     3     2    24
  4.6546654962695128E-01 a      2100     1     3     2    25
 -1.6897802435148157E-01 a      2101     1     4     2     1
  2.5745648163430429E-01 a      2102     1     4     2     2
 -1.7147277311647666E-01 a      2103     1     4     2     3
  4.0091228159972087E-01 a      2104     1     4     2     4
 -1.1609703975975713E-01 a      2105     1     4     2     5
 -4.0735007772622706E-01 a      2106     1     4     2     6
 -2.6385085156729861E-02 a      2107     1     4     2     7
  6.6437553679788638E-02 a      2108     1     4     2     8
 -1.1349032513406779E-01 a      2109     1     4     2     9
